"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"91",,"Sarah Jayne, Nathanael Hopkins-Smith, David Willey","Sarah Jayne","Lion Heart Distribution","Documentary","English","Ivan Malekin, Sarah Jayne","Nexus Production Group",,"Oct 3 2023",,,"59m",,"Cats of Malta takes audiences on a journey through the island's colorful cat colonies, cafes, parks and streets to meet local volunteer feeders and artists whose lives are enriched by stray cats.","Cats of Malta","100","https://www.rottentomatoes.com/m/cats_of_malta",,
,"77",,"James Mason, Barbara Bel Geddes, Robert Ryan","Max Ophuls",,"Drama","English",,"Enterprises Pictures, Metro-Goldwyn-Mayer",,"Jul 7 2021","Feb 17 1949, limited",,"1h 28m",,"Wide-eyed and poor young Leonora (Barbara Bel Geddes) weds an obsessive millionaire named Ohlrig (Robert Ryan), but the marriage is loveless. Even worse, Ohlrig seems to have manic, violent tendencies. Eventually, young Leonora escapes her unhappy life and begins working with New York City doctor Larry Quinada (James Mason), who she soon falls for. Unfortunately, Ohlrig refuses to grant his wife a divorce, and things get even darker for Leonora when she realizes she's pregnant with his child.","Caught","100","https://www.rottentomatoes.com/m/1003780-caught",,
,"62",,"Anne Bohlen, Kevin Rafferty, James Ridgeway","Anne Bohlen, Kevin Rafferty, James Ridgeway",,"Documentary","English",,,,"Mar 2 2017",,,"1h 17m",,"Inspired by the work of investigative journalist James Ridgeway, filmmakers Anne Bohlen and Kevin Rafferty examine the philosophies and goals of white-supremacist groups, from the Ku Klux Klan to the American Nazi Party. Shot primarily at a neo-Nazi gathering in rural Michigan, this social document includes candid interviews with white racists, footage of figureheads George Lincoln Rockwell and David Duke and clips from the groups' own hate-filled propaganda videos.","Blood in the Face","100","https://www.rottentomatoes.com/m/blood_in_the_face",,
,"","$7.9K","Yves Saint-Laurent, Pierre Bergé, Laetitia Casta","Olivier Meyrou","KimStim","Documentary","French (France)","Olivier Meyrou, Bénédicte Couvreur, Christophe Girard","Hold Up Films",,"Mar 31 2020","Oct 2 2019, limited",,"1h 13m",,"Away from view, Yves Saint Laurent draws his latest sketches surrounded by those who have always supported, seamstresses, assistants, models. He is about to leave a world from which he is now detached. Behind the scenes Pierre Bergé orchestrates a succession of celebrations dedicated to turning the icon into a myth. The film of Olivier Meyrou captures these last moments and braids the unpublished portrait of a finishing world.","Celebration","100","https://www.rottentomatoes.com/m/celebration_2019",,"Olivier Meyrou"
,"57",,"Michelle Rose, Walker Whited","Walker Whited",,"Action, Crime, Mystery & thriller","English",,,,"Oct 6 2020",,,"1h 25m",,"","By Night's End","100","https://www.rottentomatoes.com/m/by_nights_end",,
,"86",,"Carrie Fisher, Debbie Reynolds, Alexis Bloom","Alexis Bloom, Fisher Stevens",,"Documentary","English","Alexis Bloom, Todd Fisher, Julie Nives","HBO Documentary Films",,"Feb 3 2017",,,"1h 35m",,"A portrait of Hollywood royalty Carrie Fisher and her mother, Debbie Reynolds.","Bright Lights: Starring Carrie Fisher and Debbie Reynolds","100","https://www.rottentomatoes.com/m/bright_lights_starring_carrie_fisher_and_debbie_reynolds",,
,"87",,"John Quentin, Nigel Terry, Tilda Swinton","Derek Jarman",,"Documentary","English","James Mackay, Takashi Asai",,,"Apr 17 2020",,,"1h 16m","Surround","Filmmaker Derek Jarman ponders his deteriorating condition from AIDS, set against a plain blue screen.","Blue","100","https://www.rottentomatoes.com/m/blue",,"Derek Jarman"
,"82",,"Inka Friedrich, Sascha Alexander Gersak, Thomas Goritzki","Jakob M. Erwa",,"Drama, Romance, Lgbtq+","German",,"Neue Schönhauser Filmproduktion GmbH - Berlin, Mojo:pictures, Prisma Film",,"Oct 4 2017",,,"1h 55m",,"After a summer spent trying to dodge family conflicts, a young man returns to school and begins to question his feelings toward Nicholas, a new classmate.","Center of My World","100","https://www.rottentomatoes.com/m/center_of_my_world",,"Jakob M. Erwa, Andreas Steinhöfel"
,"",,"Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat","Kranti Kanadé","KanadéFilms","Drama","Hindi","Kranti Kanadé",,,"Apr 29 2019","Nov 4 2016, limited",,"1h 48m",,"Rebelling against his fascist tutor, a young dramatist assembles a group of misfits to try and win a prestigious theater competition.","CRD","100","https://www.rottentomatoes.com/m/crd",,"Kranti Kanadé, Dharmakirti Sumant"
,"62",,"Tristan Heanue, Graham Earley, Gemma-Leah Devereux","Paddy Slattery",,"Mystery & thriller, Crime, Drama","English","Simon James Doyle, Paddy Slattery","True Line Films, FailSafe Films",,"Nov 16 2021",,,"1h 25m",,"Dave Connolly is a respected member of the Police. His ex-convict brother Joe runs into trouble with a group of local gangsters and is desperate for his help. Dave must decide whether to do the lawful thing or take a different path to save his brother.","Broken Law","100","https://www.rottentomatoes.com/m/broken_law_2020",,"Paddy Slattery"
,"88",,"Youssef Chahine, Nadia Lutfi, Farid Shawqi","Youssef Chahine","Columbia Pictures","Drama","Arabic","Gabriel Talhami","Columbia",,"Apr 17 2020","Jan 16 1958, original",,"1h 16m",,"A newspaper dealer kidnaps the woman he loves, with tragic consequences.","Cairo Station","100","https://www.rottentomatoes.com/m/cairo-station",,"Mohamed Abu Youssef, Abdel Hay Adib"
,"80",,"Peter Gimbel, Peter Gimbel, James Lipscomb","Peter Gimbel, James Lipscomb",,"Documentary","English",,,"G","Dec 29 2016",,,"1h 40m",,"Several years before Steven Spielberg made a generation of moviegoers afraid to venture into the water, filmmakers Peter Gimbel and James Lipscomb made this oceangoing documentary about their quest to photograph the elusive Great White Shark. Accompanied by Australian shark experts Ron and Valerie Taylor -- and, oddly, folksinger Tom Chapin, who performs several songs onboard the ship -- the crew travels the Indian Ocean between South Africa, Sri Lanka and Australia in search of their prey.","Blue Water, White Death","100","https://www.rottentomatoes.com/m/blue-water-white-death",,
,"",,"Ruth Finley, Christian D. Bruun, Natalie Nudell","Christian D. Bruun",,"Documentary","English","Christian D. Bruun, Natalie Nudell",,,"Mar 8 2022",,,"1h 31m",,"A quintessential New York story. From 1945, for 69 years, the influential subscription-only Fashion Calendar with its iconic pink pages and red covers--designed to be easily noticed on someone's cluttered desk--laid out every fashion show and event in New York City, including New York Fashion Week. Behind it was founder Ruth Finley. In October 2014, Ruth sold the Fashion Calendar to the Council of Fashion Designers of America, known as the CFDA, ending an era, and Ruth retired at 95. Throughout, as a hands-on single mother who raised three boys while building her successful business in her home office, Ruth managed to create a perfect work-life balance. The documentary examines this momentous transition, and reflects on the life, work, and legacy of this trailblazer and the industry she helped create through her more than 70-year career.","Calendar Girl","100","https://www.rottentomatoes.com/m/calendar_girl_2020",,"Natalie Nudell"
,"83",,"Yves Montand, Romy Schneider, Sami Frey","Claude Sautet",,"Comedy","English",,,"R","Jun 16 2020",,,"1h 44m",,"A French scrap-metal dealer (Yves Montand) shares his divorced lover (Romy Schneider) with a likable cartoonist (Sami Frey) who loves her, too.","Cesar and Rosalie","100","https://www.rottentomatoes.com/m/cesar_and_rosalie",,
,"38",,"John Carradine, Jean Parker, Nils Asther","Edgar G. Ulmer",,"Horror","English","Leon Fromkess","Producers Releasing Corporation (PRC)",,"Jun 7 2017","Nov 11 1944, limited",,"1h 13m",,"When seamstress Lucille (Jean Parker) accepts a job designing costumes for charismatic puppeteer and portrait artist Gaston Morrell (John Carradine), she has no idea that he is, in fact, Bluebeard, the infamous serial killer who has been terrorizing Paris. Sparks soon fly between Lucille and Morrell but complications arise when Morell's previous lover Renee (Sonia Sorel) becomes jealous and must be dealt with according to Morell's grisly custom.","Bluebeard","100","https://www.rottentomatoes.com/m/1002732-bluebeard",,"Pierre Gendron"
,"88",,"Taylor Swift, Garth Brooks, Faith Hill","Brian A. Loschiavo","Cleopatra Entertainment","Documentary, Music","English","Brian A. Loschiavo, Erika Wollam Nichols",,,"Dec 3 2019","Nov 15 2019, limited",,"1h 23m",,"Some of today's biggest singers/songwriters -- including Garth Brooks, Vince Gill and Taylor Swift -- discuss their memories of performing at the Bluebird Cafe in Nashville, Tenn.","Bluebird","100","https://www.rottentomatoes.com/m/bluebird_2019",,
,"88",,"Joe Berlinger, Bruce Sinofsky, T.J. Amato","Joe Berlinger, Bruce Sinofsky",,"Documentary","English","T.J. Amato, John K. Duncan, Larissa Michel, Josh Mills",,,"Dec 5 2016",,,"1h 44m",,"Filmmakers Joe Berlinger and Bruce Sinofsky directed this documentary about a death in upstate New York in 1990. The eldest of a family of four brothers, William Ward, was found dead in his home, and his brother Delbert was accused of suffocating him. The ensuing trial leads to tensions within the small rural community in which the brothers live, due to media coverage that presents the quiet, hardworking family as illiterate bumpkins, and to growing real estate speculation in the area.","Brother's Keeper","100","https://www.rottentomatoes.com/m/1042728-brothers_keeper",,
,"50",,"Maria Loohufvud, Love Martinsen, Love Martinsen","Maria Loohufvud, Love Martinsen","Pink Dolphin / Greenwich Entertainment","Documentary","English","Maria Loohufvud, Love Martinsen","Pink Dolphin",,"Feb 21 2023","Nov 4 2022, limited",,"1h 24m",,"A life-affirming documentary about Florida's most dedicated dance team for women over 60. Recognizable by their wild and wacky costumes, The Calendar Girls perform at over 100 events each year. Through revealing conversations and choreographed dance sequences, the film captures the delicate balance these women strike between family, home, and dance.","Calendar Girls","100","https://www.rottentomatoes.com/m/calendar_girls_2022",,"Love Martinsen, Maria Loohufvud"
,"55","$17.4K","Jess Weixler, Adam Pearson, Stephen Plunkett","Aaron Schimberg","Kino Lorber","Drama","English","Daniel Patrick Carbone, Vanessa McDonnell, Matthew Petock, Jane Schoenbrun, Zachary Shedd",,,"Dec 10 2019","Sep 11 2019, limited",,"1h 31m",,"An actress bonds with a young man who has a severe facial deformity.","Chained for Life","100","https://www.rottentomatoes.com/m/chained_for_life_2018",,"Aaron Schimberg"
,"90",,"Bo Burnham, Bo Burnham, Christopher Storer","Bo Burnham, Christopher Storer",,"Stand-up, Comedy",,,,"TVMA","Jun 3 2016",,,"1h 0m",,"Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special.","Bo Burnham: Make Happy","100","https://www.rottentomatoes.com/m/bo_burnham_make_happy",,"Bo Burnham"
,"88",,"Gastone Moschin, Barbara Bouchet, Mario Adorf","Fernando Di Leo",,"Crime, Drama","Italian",,"Cineproduzioni Daunia 70",,"Sep 1 2016",,,"1h 28m",,"Police and the mob hunt for a just-released prisoner.","Caliber 9","100","https://www.rottentomatoes.com/m/milano-calibro-9-caliber-9",,"Fernando Di Leo"
,"55",,"Reuben Atlas, Reuben Atlas, Sam Pollard","Reuben Atlas",,"Documentary","English","Reuben Atlas, Sam Pollard","Pandora Film Center",,"Oct 19 2017",,,"1h 20m",,"The sons of Phil Cohran have to choose between becoming stars or following their father's principles.","Brothers Hypnotic","100","https://www.rottentomatoes.com/m/brothers_hypnotic_2013",,
,"82","$32.8K","Freddy Flores, Rosa Sanchez, Oscar Bertea","Israel Adrian Caetano",,"Drama","Spanish","Matias Mosterin",,,"Sep 5 2016",,,"1h 15m",,"Rendered jobless by the American war on drugs in his native Bolivia, Freddy (Freddy Flores) crosses the border to Argentina, where he gets a job as a short-order cook in a restaurant run by Enrique (Enrique Liporace), who is by turns cruel and compassionate. Scraping by on his meager wages, Freddy witnesses the casual racism of his customers, who regard other South Americans as inferior. His only friend is Rosa (Rosa Sanchez), a waitress from Paraguay who is also there illegally.","Bolivia","100","https://www.rottentomatoes.com/m/bolivia",,"Israel Adrian Caetano"
,"71",,"Arno Mayer, Peter Weiss, Mor Loushy","Mor Loushy, Daniel Sivan",,"Documentary, Animation","English","Benjamin Bergmann, Jono Bergmann","Netflix","PG-13 (Brief Strong Language|Smoking|Disturbing Images)","Nov 2 2021",,,"34m",,"In this animated documentary short, WWII vets reveal a secret U.S. military camp near Washington where Jewish soldiers hosted and interrogated Nazi POWS.","Camp Confidential: America's Secret Nazis","100","https://www.rottentomatoes.com/m/camp_confidential_americas_secret_nazis",,
,"52",,"Mack Beggs, Sarah Rose Huckman, Andraya Yearwood","Michael Barnett",,"Documentary, Lgbtq+, Sports & fitness","English","Clare Tucker, Alex Schmider","SuperFilms!, Glanzrock Productions, Foton Pictures",,"Jun 1 2021",,,"1h 28m",,"This intimate story takes us into the lives of three high school athletes from across the US -- all at different stages of their athletic seasons, each sharing their lives as transgender teens. Our main character, Mack Beggs, made headlines last year when he became the Texas State Champion in girls wrestling -- as a boy. Fighting Texas State policy and drawing international media coverage, he was heralded as a hero by some while receiving hate and threats from others. The tumultuous press surrounding his success continues to pull Mack in multiple directions as he and his family navigate the media and this year's State wrestling tournament, all while trying to graduate high school. Each story is led by the brave and individual voices of these students, allowing extremely personal and vulnerable access into their journeys. These courageous kids offer us the opportunity to see the world through their eyes -- and share their struggles and successes along the way.","Changing the Game","100","https://www.rottentomatoes.com/m/changing_the_game_2021",,"Michael Mahaffie"
"Flat (1.85:1)","","$9.7K","Bill T. Jones, Rosalynde LeBlanc, Tom Hurwitz","Rosalynde LeBlanc, Tom Hurwitz",,"Documentary","English","Duana Butler, Rosalynde LeBlanc, Duana C. Butler","Dancing/On Air",,"Sep 14 2021","Jul 16 2021, limited",,"1h 30m",,"Can You Bring It: Bill T. Jones and D-Man in the Waters is a feature documentary that traces the remarkable history and legacy of one of the most important works of art to come out of the age of AIDS--choreographer Bill T. Jones's tour de force ballet ""D-Man in the Waters."" In 1989, D-Man in the Waters gave physical manifestation to the fear, anger, grief, and hope for salvation that the Bill T. Jones/Arnie Zane Company felt as they were embattled by the AIDS pandemic.As a group of young dancers reconstructs the dance, they learn about this oft forgotten history and deepen their understanding of the power of art in a time of plague.","Can You Bring It: Bill T. Jones and D-Man in the Waters","100","https://www.rottentomatoes.com/m/can_you_bring_it_bill_t_jones_and_d_man_in_the_waters",,
,"92","$205.0K","Margarita Lozano, Claudio Bigagli, Massimo Bonetti","Paolo Taviani, Vittorio Taviani",,"Comedy, Drama, Fantasy","Italian",,"Paramount","R","Mar 8 2017",,,"3h 8m",,"Five stories center around a werewolf, a feudal landlord, peasants, a ghost, and a mother (Margarita Lozano) and her sons.","Chaos","100","https://www.rottentomatoes.com/m/kaos",,"Paolo Taviani, Vittorio Taviani"
,"82",,"Peter Whitehead","Peter Whitehead",,"Documentary, Music","English",,,,"Aug 10 2016",,,"1h 0m",,"Cinema verite film techniques are employed in this look at the Rolling Stones during the band's tour of Ireland.","Charlie Is My Darling","100","https://www.rottentomatoes.com/m/the_rolling_stones_charlie_is_my_darling_ireland_1965",,
,"91","$21.7K","Marilyn Ness, Katy Chevigny, Marilyn Ness","Marilyn Ness","PBS Distribution","Documentary","English","Katy Chevigny, Marilyn Ness","Big Mouth Productions",,"Apr 22 2019","Oct 12 2018, limited",,"1h 48m",,"A portrait of the police, citizens, and government officials left on the front lines in Baltimore.","Charm City","100","https://www.rottentomatoes.com/m/charm_city_2018",,
,"89",,"Andrew Ackerman, Jeff Orlowski, Davis Coombe","Jeff Orlowski",,"Documentary","English","Jeff Orlowski, Larissa Rhodes",,,"Jul 15 2017",,,"1h 33m",,"Coral reefs around the world are vanishing at an unprecedented rate. Divers, photographers and scientists set out on an ocean adventure to discover why the reefs are disappearing and to reveal the underwater mystery to the world.","Chasing Coral","100","https://www.rottentomatoes.com/m/chasing_coral",,"Davis Coombe, Jeff Orlowski, Vickie Curtis"
,"90","$18.3K","Steve Brown, Timothy Wheeler, Steve Brown","Steve Brown, Timothy Wheeler","Atlas Distribution Company","Documentary","English","Steve Brown",,,"Jan 12 2020","Sep 13 2019, limited",,"1h 22m",,"Leading scientists probe the mysteries of the dark universe.","Chasing Einstein","100","https://www.rottentomatoes.com/m/chasing_einstein",,
,"40",,"Dana Flor, Toby Oppenheimer, Dana Flor","Dana Flor, Toby Oppenheimer",,"Documentary","English","Dana Flor, Toby Oppenheimer","Radical Media",,"Aug 2 2017",,,"1h 30m",,"Gay and trans teens in Washington, D.C., form a gang to protect each other.","Check It","100","https://www.rottentomatoes.com/m/check_it",,
,"50",,"Allison Scagliotti, Francia Raisa, Louise Griffiths","John V. Knowles",,"Comedy, Horror","English","Nicholas Jayanty, Lotti Pharriss Knowles, Victor Moyers, Wendi Mirabella","Weirdsmobile Productions",,"Nov 1 2016",,,"1h 35m",,"Leah, a feminist blogger and reporter for the school newspaper, tries to stop Countess Elizabeth Bathory from killing the school's virgins to stay young and beautiful.","Chastity Bites","100","https://www.rottentomatoes.com/m/chastity_bites",,"Lotti Pharriss Knowles"
,"",,"Chelsea Peretti, Chelsea Peretti, Lance Bangs","Lance Bangs",,"Stand-up, Comedy",,,,,"Nov 14 2014",,,"1h 14m",,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special.","Chelsea Peretti: One of the Greats","100","https://www.rottentomatoes.com/m/chelsea_peretti_one_of_the_greats",,"Chelsea Peretti"
,"100",,"Bob Baffert, Laura Sheehy, Chris Ghelfi","Laura Sheehy, Chris Ghelfi","Indie Rights","Documentary","English","Laura Sheehy","Indie Rights",,"Jan 3 2019","Aug 31 2018, limited",,"1h 22m",,"A rookie trainer and a longtime owner achieve success and fame when their beloved racehorse scores an unprecedented victory.","Chasing the Win","100","https://www.rottentomatoes.com/m/chasing_the_win",,"Laura Sheehy, Chris Ghelfi"
,"84",,"James Jones, Darren Kemp, Serhiy Solodko","James Jones",,"Documentary","English","Serhiy Solodko, Sasha Odynova, James Jones",,,"Jun 22 2022",,,"1h 35m",,"Thirty-six years after the Chernobyl nuclear reactor exploded in Soviet Ukraine, newly uncovered archival footage and recorded interviews with those who were present paint an emotional and gripping portrait of the extent and gravity of the disaster and the lengths to which the Soviet government went to cover up the incident, including the soldiers sent in to “liquidate” the damage. CHERNOBYL: THE LOST TAPES is the full, unvarnished true story of what happened in one of the least understood tragedies of the twentieth century.","Chernobyl: The Lost Tapes","100","https://www.rottentomatoes.com/m/chernobyl_the_lost_tapes",,
,"89",,"Keifer Sykes, Nick Budabin, Nick Budabin","Nick Budabin","Dogwoof Pictures","Documentary","English","Nick Budabin","Full Court Films",,"Mar 8 2019","Feb 21 2019, limited",,"1h 22m",,"An underdog basketball player from Chicago suddenly becomes one of the best college point guards in the nation. But while he pursues dreams of the NBA, his friends suffer the effects of gun violence back home.","Chi-Town","100","https://www.rottentomatoes.com/m/chi_town",,
,"54",,"Scott Chambers, Yasmin Paige, Morgan Watkins","Joe Stephenson",,"Drama","English","Joe Stephenson, Tina Galovic",,,"Apr 8 2018",,,"1h 26m",,"A 15-year-old's optimistic view becomes difficult to maintain when his brother's behavior worsens, and he feels torn between loyalty to his brother or getting closer to his first female friend.","Chicken","100","https://www.rottentomatoes.com/m/chicken",,"Chris New"
,"65",,"Nicole Lucas Haimes, Christopher Clements, Julie Goldman","Nicole Lucas Haimes","Samuel Goldwyn Films","Documentary, Comedy","English","Christopher Clements, Julie Goldman, Caroline Kaplan, Terry Leonard","Motto Pictures, Haimes Film, Strongman",,"Oct 4 2016","Sep 23 2016, limited",,"1h 23m",,"Three top contenders head to the largest poultry competition in the nation to find out who has the best show chicken.","Chicken People","100","https://www.rottentomatoes.com/m/chicken_people",,
,"93",,"Kazuo Hasegawa, Kyoko Kagawa, Yoko Minamida","Kenji Mizoguchi",,"Drama, History","Japanese","Masaichi Nagata","Daiei Studios",,"Nov 6 2018",,,"1h 56m",,"In 17th-century Japan, Ishun (Eitaro Shindo) flourishes in business but remains stingy and cruel, often mistreating his wife, Osan (Kyoko Kagawa). When her bumbling brother desperately needs money, Osan teams up with Ishun's employee, Mohei (Kazuo Hasegawa), and steals the sum from her husband. After Ishun learns of the theft, he accuses Osan and Mohei of having an affair. Afraid of Ishun's wrath, the pair flee, and become lovers while on the lam. But Ishun's men aren't far behind.","Chikamatsu Monogatari","100","https://www.rottentomatoes.com/m/chikamatsu_monogatari",,"Yoshikata Yoda, Monzaemon Chikamatsu"
,"50",,"Aju Makita, Maaya Sakamoto, Chafurin","Takana Shirai",,"Fantasy, Adventure, Anime","Japanese","Auko Oshi","Liden Films",,"Feb 8 2022",,,"1h 39m",,"A year after losing her mother, a little girl learns that she must journey across Japan to the annual gathering of gods in the sacred land of Izumo.","Child of Kamiari Month","100","https://www.rottentomatoes.com/m/child_of_kamiari_month",,"Ryûta Miyake, Tetsurô Takita"
,"",,"Joe Pickett, Nick Prueher, Scott Bass","Berndt Mader, Ben Steinbauer","Drafthouse Films","Documentary, Biography, Comedy","English","Mike Saenz, Don Swaynos, Priest Batten, Greta Kovach, Katie Steinbauer, Janice Woods","The Bear, Wavelength",,"May 9 2023","Apr 13 2023, limited",,"1h 17m",,"A comedy doc following Joe Pickett and Nick Prueher as they prank morning news shows with characters like their fake strongman duo, Chop & Steele.","Chop & Steele","100","https://www.rottentomatoes.com/m/chop_and_steele",,"Alex MacKenzie"
,"74",,"Chris Gethard, Kimberly Senior, Judd Apatow","Kimberly Senior",,"Comedy, Stand-up",,,,"TVMA","May 6 2017",,,"1h 29m",,"","Chris Gethard: Career Suicide","100","https://www.rottentomatoes.com/m/chris_gethard_career_suicide",,"Chris Gethard"
,"40",,"Chris Rock, Bo Burnham, Chris Rock","Bo Burnham",,"Comedy, Stand-up",,,,"TVMA","Feb 14 2018",,,"1h 4m",,"Emmy and Grammy award-winning comedian Chris Rock, who redefined stand-up comedy with his hilarious and brilliant takes on relationships, race and society, comes to Netflix with Chris Rock: Tamborine, his first stand-up special in ten years. With his trademark laser-like observations, Rock covers the gamut of contemporary issues, with incisive and insightful commentary on life.","Chris Rock: Tamborine","100","https://www.rottentomatoes.com/m/chris_rock_tamborine",,"Chris Rock"
,"59",,"Lindsay Wagner, Amanda Righetti, Archie Kao","Christin Baker",,"Holiday, Romance, Comedy, Lgbtq+","English","Christin Baker, Danielle Thoeni","Baker Production, Tello Films",,"Dec 1 2021",,,"1h 34m",,"Raised by her grandmother, Meemaw (Lindsay Wagner), after the death of her parents, urban power broker Haley (Laur Allen) hasn't been back to her family's Nashville ranch in years, but is summoned by her brother, Charles (Archie Kao), in a last-ditch effort to save their beloved land from the bank. When she reluctantly arrives just prior to Christmas, her introduction to ranch hand, Kate (Amada Righetti) goes terribly awry. But now they must put their differences aside and band together to save the homestead... and perhaps discover that finding love isn't always where (or who) you expect.","Christmas at the Ranch","100","https://www.rottentomatoes.com/m/christmas_at_the_ranch",,"Julie Anton, Christin Baker"
,"77",,"Ilinca Calugareanu, Ilinca Calugareanu, Mara Adina","Ilinca Calugareanu",,"Documentary","Romanian","Mara Adina, Brett Ratner",,,"Apr 18 2017",,,"1h 18m",,"The effects of film and the power it has to change lives.","Chuck Norris vs Communism","100","https://www.rottentomatoes.com/m/chuck_norris_vs_communism",,"Ilinca Calugareanu"
,"72",,"Kentucker Audley, Craig Butta, Dakota Goldhor","Charles Poekel",,"Drama, Romance","English","Charles Poekel",,,"Mar 3 2016",,,"1h 20m",,"A heartbroken Christmas tree salesman returns to New York City to put his past behind him.","Christmas, Again","100","https://www.rottentomatoes.com/m/christmas_again",,"Charles Poekel"
,"90",,"Jenni Gold, Jenni Gold, Samuel W. Reed","Jenni Gold",,"Documentary","English","Sean Michael Arthur, Jenni Gold, Jeff Maynard, Tracie Fiss","Gold Pictures","PG-13 (Language|Some Thematic Elements)","Jul 11 2019","Oct 1 2012, original",,"1h 38m",,"Filmmaker Jenni Gold explores disability story lines in film, television and advertising to see if the media has helped societal inclusion for people with disabilities.","CinemAbility","100","https://www.rottentomatoes.com/m/cinemability",,"Jenni Gold, Samuel W. Reed"
,"",,"Kim Dae-gun, Yoon Ji-hye, Kim Soo-hyun","Kwon Manki",,"Drama","Korean","Hong Jong-hyeon, Jung Woonchun, Kim Da-mi","Korean Academy of Film Arts",,"Jul 24 2020",,,"1h 41m",,"A woman struggles with guilt, resentment, and anger after her son dies but sees a flash of hope as she encounters a boy who reminds her of her son.","Clean Up","100","https://www.rottentomatoes.com/m/clean_up_2018",,"Kwon Manki"
,"70",,"Rebecca Creskoff, Toks Olagundoye, Matt Peters","Rebecca Eskreis","Indie Rights","Comedy, Mystery & thriller, Action, Drama","English","Kristin T Higgins, Seana Kofoed","River Place Productions, Film Camp Productions",,"Jan 11 2024",,,"1h 25m",,"When a grieving mother uses her virtual reality simulation to crash the weekend getaway of her former friends, what begins as an exercise in therapeutic healing, becomes a night of deadly revenge.","ClearMind","100","https://www.rottentomatoes.com/m/clearmind",,"Seana Kofoed"
,"100",,"Steve Ignorant, Andrew Fearn, Iggy Pop","Christine Franz",,"Documentary, Music","English",,,,"Jun 11 2018",,,"1h 43m",,"Sleaford Mods, a Nottingham rock duo, have been called ""the angriest band in Britain."" Former chicken factory worker Jason Williamson and his bandmate, beatmaker Andrew Fearn, have won over fans with their brutally honest lyrics.","Bunch of Kunst","100","https://www.rottentomatoes.com/m/bunch_of_kunst",,
,"70",,"Selam Tesfayie, Daniel Tadesse, Miguel Llansó","Miguel Llansó",,"Adventure, Fantasy, Mystery & thriller, Sci-fi",,"Miguel Llansó, Mesereta Argaw, Daniel Taye Workou",,,"Dec 28 2016",,,"1h 8m",,"A hero embarks on a journey across the Ethiopian apocalyptic landscape to find a way to board a hovering spacecraft.","Crumbs","100","https://www.rottentomatoes.com/m/crumbs",,"Miguel Llansó"
,"91",,"Edward Woodward, Jack Thompson, Bryan Brown","Bruce Beresford","New World Pictures","History, Drama, War","English (Australia)","Matthew Carroll",,"PG","May 22 2017","May 16 1980, original",,"1h 47m",,"In South Africa during the Second Boer War, Australian Army Lieutenants Harry ""Breaker"" Morant (Edward Woodward), Peter Handcock (Bryan Brown) and George Witton (Lewis Fitz-Gerald) stand accused of the murders of six Boer prisoners and the assassination of a German missionary. British Commander-in-Chief Lord Kitchener is determined to see the men found guilty, which he can use as a bargaining chip in an impending peace conference with the Boers.","Breaker Morant","100","https://www.rottentomatoes.com/m/breaker_morant",,
,"",,"Jennifer Townsend, Stuart Ferrier, Sarah Ferrier","Jennifer Townsend",,"Documentary","English",,,,"Jul 4 2019",,,"1h 27m",,"Women discuss the film 25 years later.","Catching Sight of Thelma & Louise","100","https://www.rottentomatoes.com/m/catching_sight_of_thelma_and_louise",,
,"57",,"Martha Argerich, Stephen Kovacevitch, Lyda Chen","Stéphanie Argerich",,"Documentary, Biography, Music","French (France)","Pierre-Olivier Bardet, Luc Peter",,,"Mar 2 2017",,,"1h 34m",,"Filmmaker Stéphanie Argerich creates a portrait of her mother Martha Argerich, a world-renowned -- and intensely private -- pianist.","Bloody Daughter","100","https://www.rottentomatoes.com/m/bloody_daughter_2013",,"Stéphanie Argerich"
"35mm","84",,"Woody Allen, Mia Farrow, Nick Apollo Forte","Woody Allen","Orion Pictures","Comedy","English","Robert Greenhut","Orion Pictures","PG","Sep 16 2008","Jan 27 1984, limited",,"1h 26m","Mono","Danny Rose (Woody Allen), a hopeless New York talent agent, is a tireless workhorse for his eccentric, unimpressive acts. When Rose signs has-been lounge singer Lou Canova (Nick Apollo Forte), he knows he has to go to great lengths to keep his new client, which means escorting Canova's mistress, Tina (Mia Farrow), to the singer's shows. The only problem is that her ex-boyfriend is a jealous gangster who thinks Rose is her new man and wants revenge.","Broadway Danny Rose","100","https://www.rottentomatoes.com/m/broadway_danny_rose",,"Woody Allen"
