"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
"Scope (2.35:1)","90",,"Natalie Portman, Hugo Weaving, Stephen Rea","James McTeigue","Warner Bros.","Action, Mystery & thriller","English","Joel Silver, Lilly Wachowski, Lana Wachowski","Virtual Studios, Warner Bros., Anarchos Productions Inc., Silver Pictures","R (Strong Violence|Some Language)","May 1 2008","Mar 17 2006, wide",,"2h 12m","Dolby SRD DTS, SDDS","Following world war, London is a police state occupied by a fascist government, and a vigilante known only as V (Hugo Weaving) uses terrorist tactics to fight the oppressors of the world in which he now lives. When V saves a young woman named Evey (Natalie Portman) from the secret police, he discovers an ally in his fight against England's oppressors.","V for Vendetta","73","https://www.rottentomatoes.com/m/v_for_vendetta",,"Lilly Wachowski, Lana Wachowski"
"Scope (2.35:1)","66","$103.8M","Clint Eastwood, Bradley Cooper, Laurence Fishburne","Clint Eastwood","Warner Bros. Pictures","Crime, Drama","English","Clint Eastwood, Tim Moore, Kristina Rivera, Jessica Meier, Dan Friedkin, Bradley Thomas","Malpaso Productions","R (Language Throughout|Brief Sexuality/Nudity)","Mar 19 2019","Dec 14 2018, wide",,"1h 56m",,"Broke, alone and facing foreclosure on his business, 90-year-old horticulturist Earl Stone takes a job as a drug courier for a Mexican cartel. His immediate success leads to easy money and a larger shipment that soon draws the attention of hard-charging DEA agent Colin Bates. When Earl's past mistakes start to weigh heavily on his conscience, he must decide whether to right those wrongs before law enforcement and cartel thugs catch up to him.","The Mule","70","https://www.rottentomatoes.com/m/the_mule_2018",,"Nick Schenk"
,"67",,"Jared Leto, Tadanobu Asano, Rory Cochrane","Martin Zandvliet",,"Crime, Drama, Mystery & thriller","English","Ken Kao, Art Linson, John Linson","Linson Entertainment, Waypoint Entertainment","TVMA","Mar 9 2018",,,"2h 0m",,"After World War II, an American POW stays in Japan and works his way through the rituals and hardships of the yakuza to become a member of the crime organization.","The Outsider","17","https://www.rottentomatoes.com/m/the_outsider_2018",,"Andrew Baldwin"
,"69","$124.6M","Jack Nicholson, Diane Keaton, Keanu Reeves","Nancy Meyers","Columbia Pictures, Sony Pictures Entertainment","Romance, Comedy","English","Nancy Meyers, Bruce A. Block, Suzanne Farwell","Warner Brothers, Waverly Films, Columbia Pictures Corporation","PG-13","Apr 16 2012","Dec 12 2003, wide",,"2h 5m","Surround","When aging womanizer Harry Sanborn (Jack Nicholson) and his young girlfriend, Marin (Amanda Peet), arrive at her family's beach house in the Hamptons, they find that her mother, dramatist Erica Barry (Diane Keaton), also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack, and a doctor (Keanu Reeves) prescribes bed rest at the Barry home, he finds himself falling for Erica -- who, for once, may be out of his league.","Something's Gotta Give","72","https://www.rottentomatoes.com/m/somethings_gotta_give",,"Nancy Meyers"
,"47",,"Keira Knightley, Matthew Goode, Roman Griffin Davis","Camille Griffin","RLJE Films","Horror, Drama, Comedy","English (United Kingdom)","Celine Rattray, Trudie Styler, Matthew Vaughn","Marv Films",,"Dec 3 2021","Dec 3 2021, limited",,"1h 32m",,"From producers Matthew Vaughn (Kingsman franchise), Trudie Styler (Moon) and Celine Rattray (The Kids Are Alright), Silent Night follows parents Nell (Keira Knightley) and Simon (Matthew Goode) who have invited their closest friends to join their family for Christmas dinner at their idyllic home in the English countryside. As the group comes together, it feels like old times -- but behind all of the laughter and merriment, something is not quite right. The world outside is facing impending doom, and no amount of gifts, games or Prosecco can make mankind's imminent destruction go away. Surviving the holidays just got a lot more complicated.","Silent Night","66","https://www.rottentomatoes.com/m/silent_night_2021_2",,"Camille Griffin"
"Digital 2.39:1","58","$449.6K","Hugh Jackman, Laura Dern, Anthony Hopkins","Florian Zeller","Sony Pictures Classics","Drama","English","Iain Canning, Joanna Laurie, Karl Hartman, Emile Sherman, Christophe Spadone, Florian Zeller","Neddy Dean Productions, Film4, See-Saw Films, Embankment Films, Orange Studio, Ciné@, Ingenious Media","PG-13 (Strong Language|Mature Thematic Content|Suicide)","Mar 28 2023","Nov 25 2022, limited","Jan 20 2023","2h 4m","Dolby Digital","A cautionary tale that follows a family as it struggles to reunite after falling apart. THE SON centers on Peter (Hugh Jackman), whose hectic life with his infant and new partner Beth (Vanessa Kirby) is upended when his ex-wife Kate (Laura Dern) appears at his door to discuss their son Nicholas (Zen McGrath), who is now a teenager. The young man has been missing school for months and is deeply troubled. Peter strives to take care of Nicholas as he would have wanted his own father (Anthony Hopkins) to have taken care of him while juggling his and Beth's new son, and at work an offer of a dream position in Washington. However, by reaching for the past to correct its mistakes, he loses sight of how to hold onto Nicholas in the present.","The Son","29","https://www.rottentomatoes.com/m/the_son",,"Florian Zeller, Christopher Hampton"
,"73",,"Katie Holmes, Josh Lucas, Celia Weston","Andy Tennant",,"Romance, Drama","English","Rhonda Byrne, Robert W. Cort, Joe Gelchion, Matthew George, Robert Katz","Shine Box Media Group, Illumination Productions, TRI G, Covert Media, Savvy Media Holdings, Robert Cort Productions","PG (Language and an Injury Image)","Jul 31 2020",,,"1h 47m",,"Miranda Wells is a hardworking young widow who's struggling to raise three children on her own. A powerful storm soon brings a devastating challenge and a mysterious man, Bray Johnson, into her life. In just a few short days, Bray's presence reignites the family's spirit -- but he carries a secret that could change everything.","The Secret: Dare to Dream","28","https://www.rottentomatoes.com/m/the_secret_dare_to_dream",,"Rick Parks"
"Scope (2.35:1)","76",,"Jessica Chastain, Eddie Redmayne, Nnamdi Asomugha","Tobias Lindholm","Netflix","Crime, Drama, Biography","English","Scott Franklin, Darren Aronofsky, Michael A. Jackman","FilmNation Entertainment, Protozoa Pictures","R","Oct 26 2022","Oct 19 2022, limited",,"1h 56m","Dolby Digital","Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth in this gripping thriller based on true events.","The Good Nurse","74","https://www.rottentomatoes.com/m/the_good_nurse",,"Krysty Wilson-Cairns"
,"78","$68.7K","Jay Duplass, Edie Falco, Kaitlyn Dever","Lynn Shelton","The Orchard","Drama","English","Mel Eslyn, Lacey Leavitt","Duplass Brothers Productions",,"Apr 3 2018","Mar 30 2018, limited",,"1h 49m",,"An ex-convict tries to readjust to life in his small town and forms an intense relationship with his former high school teacher.","Outside In","96","https://www.rottentomatoes.com/m/outside_in_2018",,"Lynn Shelton, Jay Duplass"
,"89","$1.9M","Ellen Burstyn, James Caan, Ann-Margret","Michael Lembeck","Gravitas Ventures","Comedy, Drama, Romance","English","Fred Bernstein, Harrison Powell, Dominique Telson","Astute Films, Big Indie Pictures","PG-13 (Suggestive Material|Some Language|Drug Use)","Jun 11 2021","Jun 11 2021, limited",,"1h 41m",,"While her house undergoes repairs, fiercely independent senior Helen temporarily moves into a nearby retirement community, where she encounters lusty widows, cutthroat bridge tournaments and a hotbed of bullying ""mean girls.""","Queen Bees","55","https://www.rottentomatoes.com/m/queen_bees",,"Donald Martin"
,"66",,"Mark Duplass, Patrick Brice, Patrick Brice","Patrick Brice",,"Horror, Comedy","English","Jason Blum, Christopher Donlon, Mark Duplass",,"R (Language|Brief Violence)","Jul 14 2015",,,"1h 20m",,"Aaron answers an online ad and drives to a stranger's house to film him for the day. The man wants to make a movie for his unborn child, but his requests become more bizarre as the day goes along.","Creep","91","https://www.rottentomatoes.com/m/creep_2014",,"Patrick Brice, Mark Duplass"
"Scope (2.35:1)","80","$715.0K","Yoo Ah-in, Steven Yeun, Jeon Jong-seo","Lee Chang-dong","Well Go USA","Mystery & thriller, Drama","Korean","Lee Chang-dong, Lee Joon-dong, Ok Gwang-hui","Pine House Film",,"Jan 29 2019","Oct 26 2018, limited",,"2h 28m",,"Jong-soo runs into Hae-mi, a girl who once lived in his neighborhood, and she asks him to watch her cat while she's out of town. When she returns, she introduces him to Ben, a man she met on the trip. Ben proceeds to tell Jong-soo about his hobby.","Burning","95","https://www.rottentomatoes.com/m/burning_2018",,"Oh Jungmi, Lee Chang-dong"
,"72","$23.0K","Isabelle Fuhrman, Amy Forsyth, Dilone","Lauren Hadaway","IFC Films","Mystery & thriller","English","Ryan Hawkins, Kari Hollend, Steven Sims, Zack Zucker","Picture Movers Anonymous, H2L Media Group, Exit Strategy Productions","R (Some Sexuality|Language|Brief Disturbing Material)","Dec 17 2021","Dec 17 2021, limited",,"1h 34m",,"Isabelle Fuhrman (Orphan) plays Alex Dall, a queer college freshman who joins her university's rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost. Intent on outperforming her teammates, Alex pushes herself to her limits-and beyond, alienating everyone around her in the name of success. Furhman's fierce lead performance collides with Lauren Hadaway's bold direction and dynamic editing, creating a visceral window into a cutthroat world. Stylish cinematography and a seductive soundtrack complete the experience, evoking the romance and danger of falling in love; the attraction, the drama and the fallout. This unapologetic debut from Hadaway, based on her personal experience as a competitive collegiate rower, heralds a bold new voice in queer storytelling. If you liked Whiplash, this one's for you.","The Novice","93","https://www.rottentomatoes.com/m/the_novice_2021",,"Lauren Hadaway"
,"87","$81.2M","Kathy Bates, Jessica Tandy, Mary Stuart Masterson","Jon Avnet","Universal Pictures","Drama","English","Jon Avnet, Jordan Kerner","Electric Shadow Productions, Universal Pictures, Avnet/Kerner Productions, Act III Communications, Fried Green Tomatoes Productions","PG-13","Jun 15 2012","Dec 27 1991, original",,"2h 10m","Surround","On one of trapped housewife Evelyn Couch's (Kathy Bates) Wednesday nursing home visits, she encounters Ninny Threadgoode (Jessica Tandy), a colorful old woman who brightens Evelyn's outlook by sharing tales from her past. As Ninny recounts the exploits of her free-spirited sister-in-law Idgie (Mary Stuart Masterson), owner of a small Alabama café in the 1920s, and the bond Idgie shared with her friend Ruth (Mary-Louise Parker), Evelyn gains the confidence to change her own life for the better.","Fried Green Tomatoes","76","https://www.rottentomatoes.com/m/fried_green_tomatoes",,"Fannie Flagg, Carol Sobieski"
,"48",,"Gerard Butler, Jaimie Alexander, Russell Hornsby","Brian Goodman",,"Action, Mystery & thriller","English","Brian Pitt, Marc Frydman, Gerard Butler, Alan Siegel","Marc Frydman Productions, Voltage Pictures, Perfection Hunter Productions, G-BASE","R (Violence|Some Drug Material|Pervasive Language)","Jun 3 2022","Jun 3 2022, limited",,"1h 35m",,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.","Last Seen Alive","13","https://www.rottentomatoes.com/m/last_seen_alive",,"Marc Frydman"
"Flat (1.85:1)","81",,"Scott Eastwood, Caleb Landry Jones, Orlando Bloom","Rod Lurie","Screen Media Films","War, Drama","English","Marc Frydman, Jeffrey Greenstein, Paul Michael Merryman, Paul Tamasy, Les Weldon, Jonathan Yunger","Millennium Media, Source Investments B.V., York Films","R (Pervasive Language|Grisly Images|Sexual References|War Violence)","Jul 3 2020","Jul 3 2020, limited",,"2h 3m",,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh became the bloodiest American engagement of the Afghanistan War in 2009, and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.","The Outpost","91","https://www.rottentomatoes.com/m/the_outpost_2020",,"Eric Johnson, Paul Tamasy"
,"87","$63.2M","Brad Pitt, Anthony Hopkins, Aidan Quinn","Edward Zwick","Columbia Tristar, TriStar Pictures","Drama","English","Marshall Herskovitz, William D. Wittliff, Edward Zwick","TriStar Pictures, Bedford Falls Productions","R (Some Sexuality|Language|Violence)","Apr 16 2012","Dec 16 1994, wide",,"2h 14m","Dolby Surround, Stereo","In early 20th-century Montana, Col. William Ludlow (Anthony Hopkins) lives in the wilderness with his sons, Tristan (Brad Pitt), Alfred (Aidan Quinn) and Samuel (Henry Thomas). Eventually, the unconventional but close-knit family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, Susannah (Julia Ormond), and their intense rivalry begins to destroy the family.","Legends of the Fall","59","https://www.rottentomatoes.com/m/legends_of_the_fall",,"Jim Harrison, Susan Shilliday, William D. Wittliff"
"Scope (2.35:1)","72","$34.4M","Jackie Chan, Pierce Brosnan, Ray Fearon","Martin Campbell","STX Entertainment","Action, Mystery & thriller","English","Jackie Chan, Wayne Marc Godfrey, Arthur M. Sarkissian, Qi Jianhong, Claire Kupchak, John Zeng, D. Scott Lumpkin, Jamie Marshall, Cathy Schulman","The Fyzz Facility, Arthur Sarkissian Productions","R (Some Sexual Material|Language|Violence)","Dec 26 2017","Oct 13 2017, wide",,"1h 54m","Dolby Atmos Dolby Digital","Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love -- his teenage daughter -- dies in a senseless act of politically motivated terrorism. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.","The Foreigner","66","https://www.rottentomatoes.com/m/the_foreigner_2017",,"David Marconi"
